,Unnamed: 0,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
49,19,5fc00a11268eb941e7d8b066,A4,dancing,6.0,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",The woman's face is shown very clearly as opposed to the others' faces.,6.0,,3.0,,7.0,,
50,20,5b295f60bbd4880001117976,A4,dancing,8.0,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[0,1,1,1]",The lady is dancing to a band playing music.,7.0,,7.0,,7.0,,
51,21,630100561dc47fd83f5b4745,A4,dancing,6.0,"[0,0,1,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",You can see the way her body is slightly moving even from the still picture. ,2.0,,2.0,,1.0,,
52,22,5f7959d0b6791155e6932dd1,A4,dancing,7.0,"[0,0,0,0]","[1,0,1,0]","[0,0,0,0]","[0,0,0,0]",The musical instruments makes you think of movement and sound so that is what brings the dynammism.,7.0,  There is a celebratory aspect to the picture and so there should also be a higher tempo to the accompanying music.,6.0,  The pitch should be mimic that you get from the same instruments played in the picture.,4.0,"  The picture shows festivity, music and dnace and so the music should be light.",I would be great if the music will have the same instruments as what is shown in the picture.
53,23,5967e9a831394d0001abdb3f,A4,dancing,6.0,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",The figure is dancing and playing the tambourine creating the dynamism,7.0,  To make it dramatic,5.0,,6.0,,
54,24,657421f9661ce9a8cd7482d1,A4,dancing,7.0,"[0,1,1,1]","[0,1,1,1]","[0,1,1,0]","[0,1,1,0]",There is sense of dynamic in the art work,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate density music is good for the art work ,
55,25,5e56590389b924000c184113,A4,dancing,7.0,"[0,0,1,0]","[1,1,1,1]","[0,1,1,0]","[0,0,1,0]","Gentle and harmonious dancing, sense of movement but not lots of emotion.",5.0,,5.0,,1.0,"  It appears she is dancing to the piper in the picture, so not a full sound.",
56,26,65c4bfbc22bc351322c66e32,A4,dancing,6.0,"[0,1,1,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,1]",Special in it's own way,2.0,,2.0,,6.0,,
57,27,63f77942d3cad20e65a411a9,A4,dancing,5.0,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",the dancing lady,7.0,,8.0,,7.0,,
58,28,5c584d2040378900013b6fb9,A4,dancing,6.0,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[0,0,1,0]","The shape of their arms and legs, the playing of instruments give a slow and methodical movement to this",4.0,,5.0,,6.0,,
59,29,613e454dca2db9fcef1f8e8d,A4,dancing,5.0,"[0,0,1,0]","[0,0,1,1]","[0,1,1,0]","[0,0,1,0]","The figure dancing brings movement to the scene, contrasted with others standing still or sitting, so there is a balance of movemenet and stilness.",6.0,  There is a restful feel with the work completed in the background and others sitting and resting. At the same time the dancer's movmenet and tambourine suggest a pace suitable for dancing.,5.0,  Suggested by the instrument in the picture,2.0,  Suggested by the instrument in the picture and the simple nature of the setting.,
360,0,나비,A5,dancing,6.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",팔다리의 움직임이 쉬운움직임이 아님,8.0,8,9.0,9,7.0,7,
361,1,rub,A5,dancing,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",The ribbon is really dynamic,8.0,8 |  I think the characteristic style of this painting is really obviously Indian or mid-asian,8.0,8 |  the same reason above,9.0,9 |  it should be danceable with really fancy moves,
362,2,Daisy,A5,dancing,6.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",Only the human is moving.,8.0,8 |  She is dancing.,8.0,"8 |  I guess the music is from some Indian, Middle Eastern culture, and as far as I know the pitch of their music is pretty high.",8.0,8 |  The music from Indian and Middle Eastern culture is dense too.,
363,3,Doky,A5,dancing,5.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","색채의 활기참, 배경의 밝기, 인물의 동작이 역동적 느낌을 double-up 시킴.",6.0,6 |  역동성을 나타내는 움직임의 정도가 크지는 않지만 인물의 의상 색이 발랄하고 활기차기 때문에 보통보다는 조금 더 빠른 템포가 어울릴 것 같음.,7.0,"7 |  음악의 높낮이는 높은 것이 어울릴 것 같음. 템포가 빠르지는 않아도, 핏치가 높으면 뭔가 자연스러우면서도 활기차보이는 이미지가 극대화될 것 같음.",7.0,7 |  그림속 색채와 명도가 밝고 그림속 다양한 패턴들의 조화로 인하여 음악의 밀도가 높은 것이 어울릴 것 같음.,
364,4,chanpig,A5,dancing,6.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",머리위에 손을 올려서 춤을 추는듯함,3.0,3 |  천천히 움직이면서 춤을 추는듯함,3.0,3 |  색감도 좀 어둡고 느긋하게 춤출듯함,7.0,7 |  색감이 어둡고 명암이 어둡게 들어가서 밀도가 높아보임,
365,5,곤듀,A5,dancing,5.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","인물의 포즈에서 역동성이 느껴짐, 그림의 질감 때문에 아주 역동적이게 느껴지진 않음",8.0,8 |  인물의 포즈에서 다소 분주함이 느껴짐. 샘플상의 매우 빠름은 확실히 아님. 보통 - 매우 빠름 사이에서 빠름에 살짝 더 치우친 템포,3.0,3 |  샘플상의 보통은 본 그림에 어울리지 않음  매우 낮은 스타일 - 보통 사이에서 보통에 조금더 치우치는 피치,8.0,8 |  전체적으로 큰 역동성은 느껴지지않으나 인물의 행동에서 어느정도의 분주함은 느껴짐. 샘플상의 매우 높은 밀도는 확실히 아님 보통 - 매우 높은 밀도 사이에서 높은 밀도에 조금더 치우친 밀도,
366,6,이인애,A5,dancing,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",선의표현,3.0,3,7.0,7,3.0,3,
367,7,고고,A5,dancing,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",춤추는모습,5.0,5,5.0,5,5.0,5,
368,8,경,A5,dancing,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 0, 1, 0]","표정, 팔다리의 움직임.",6.0,6 |  아주 빠르지는 않은 움직임을 잘 드러냄.,4.0,4 |  적당한 움직임을 잘 드러냄.,6.0,6 |  아주 빠르지는 않은 적당히 화려한 움직임을 잘 드러냄.,
369,9,yoni,A5,dancing,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",인물의 얼굴,7.0,7,7.0,7,6.0,6,
370,10,밍경댕,A5,dancing,9.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]",손짓과 발짓 의상의 화려함을 통해 역동적임이 느껴짐.,8.0,8 |  브라질의 삼바처럼 좀 빠른 음악이 상상됨,8.0,8 |  높은 음으로 신나는 느낌,3.0,3 |  여러 악기를 동시에 연주해 화려한 느낌이 상상됨.,
371,11,배뀽,A5,dancing,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",사람의 춤사위 ,4.0,4 |  3/4박자 느낌,8.0,8 |  인도 쪽 전통 춤 생각나서 높은 음이 어울릴 것 같음,2.0,2 |  그렇게 촘촘한 느낌은 아님,
372,12,미지,A5,dancing,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]",전체적으로 단조로운데 해당부분만 색채감이 있어서,7.0,"7 | 뱀이 움직이는 동작, 뱀을 든 여성의 동작이 빠른템포와 어울림",9.0,9 | 빠른 움직임에 어울림,8.0,8 | 빠른 움직임에 어울림,
373,13,boldmas,A5,dancing,6.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",The woman is the subject of the painting and seems to be dancing.,3.0,3 | The woman seems to be dancing slowly with a snake in hands.,6.0,6 | It gives off a feeling similar to the Arabian Nights or Aladdin. Such imagery is usually associated with higher pitch.,3.0,3 | The subject seems to be dancing slowly and steadily and nothing else seems to be happening.,
374,14,Seong Ho,A5,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,1,1,0]","꼬아진 다리, 뻗은 두 팔.",8.0,  많이 빠른 춤은 아닌 것 같음.,2.0,  전통 춤이라 낮을 것 같음.,8.0,  춤을 추는 느낌이 잘 드러날 수 있을 것 같음.,없음.
375,15,5e67524094c67a000a04ca8e,A5,dancing,7.0,"[0,1,1,1]","[0,1,1,1]","[0,1,1,0]","[0,0,0,0]",The picture has a lot going on the more you look.,7.0,  I see a dance sort of high pitched upbeat ancient style of music,7.0,  I see a dance sort of high pitched upbeat ancient style of music,7.0,,
376,16,6400dc9af341e8a575a457f6,A5,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","the checked areas indicate an item different from the background, which dominates the majority of the picture",3.0,,4.0,,2.0,,
377,17,5e4875f3110b3730eefa32a1,A5,dancing,7.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",Nudity naturally increases the dynamic of the art,6.0,,5.0,,5.0,,
378,18,5e909d9ac9ce2503b2650797,A5,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,0,0,0]",arms up suggest movement,5.0,,6.0,,5.0,,
379,19,5fc00a11268eb941e7d8b066,A5,dancing,6.0,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",The woman's exposed breasts and red face attract the most attention.,2.0,,7.0,,4.0,,
380,20,5b295f60bbd4880001117976,A5,dancing,5.0,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",The woman is reaching up to the sky,3.0,,4.0,,2.0,,
381,21,630100561dc47fd83f5b4745,A5,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",It looks like the women is dancing or making slow movements. ,1.0,,1.0,,0.0,,
382,22,5f7959d0b6791155e6932dd1,A5,dancing,5.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",The sensuality of the woman's body is what gives the picture dynamism.,3.0,  The music should be slow and smooth like the movements of the woman shown.,3.0,  I imagine that the music will have a low and sexy pitch.,7.0,"  I think the music show have a heavier density, grounded and bass-like to mimic the sensuality of the picture.","I think a single instrument that has a thrumming beat, perhaps like a drum or bongo will be appropriate."
383,23,5967e9a831394d0001abdb3f,A5,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",It is the only part of the artwork where there is any sense of movement,3.0,  Needs to be respectful,3.0,,3.0,,The music would need to be respectful with a religious overtone
384,24,657421f9661ce9a8cd7482d1,A5,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The beauty of the art work is found in this region,5.0,  Moderate tempo of music is the best for this fascinating art work,2.0,  Very low pitch will help to comprehend the design.,5.0,  moderate density is the best for the art work,
385,25,5e56590389b924000c184113,A5,dancing,5.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The lady is dancing and yet it seems a gentle and calm dance rather than vigorous.,5.0,,3.0,,5.0,,Something rhythmic that would give a sense of dance.
386,26,65c4bfbc22bc351322c66e32,A5,dancing,6.0,"[1,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",They have very beautiful styles,2.0,,2.0,,4.0,,
387,27,63f77942d3cad20e65a411a9,A5,dancing,8.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",the dancing woman,7.0,,4.0,,8.0,,
388,28,5c584d2040378900013b6fb9,A5,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","The whole checked area is where all of the subject matter is. the lady, snake and even door. The rest is a wall.",3.0,  Quite a calming but not slow and sad as its a lady with a snake dancing or moving slowly in the rhythm of the snake,3.0,  To go with the snake and her movement it would be fitting to go slightly deeper,2.0,"  There isnt too much going on, and shes slow in movement. ",Maybe instrumental heavy
389,29,613e454dca2db9fcef1f8e8d,A5,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","Arms  and legs indicate movement, dancing, as well as the snake",4.0,"  A pace suitable to to dance to, indicative of belly dancing, but also calm and a little hypnotic for the snake",4.0,"  Earthy, visceral connection with the ground and life force",2.0,  Because of the snake depicted i thing the music would be quite simple with maybe just one instrument,
150,0,나비,A6,dancing,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","동작의 움직임이 커보임. 특히 치마를 봤을때 올라가진 부분이 많은걸 보아, 힘차게 움직였다는게 간접적으로 느껴짐.",9.0,9,7.0,7 |  밝은 느낌이 들어서,8.0,8,
151,1,rub,A6,dancing,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",her dress is the main thing makes me feel dynamic,9.0,"9 |  it's flamingo, isn't it?",8.0,8 |  it matches with plucked string instruments for me,9.0,9 |  fancy and always full of energy,
152,2,Daisy,A6,dancing,6.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",The human is dancing. The background is even more empty than that of Artwork 5,8.0,8 |  She is dancing.,8.0,8 |  Her dress makes me think the dance is dynamic and exciting.,8.0,8 |  Same reason with the question about the pitch.,
153,3,Doky,A6,dancing,7.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",밝으면서도 다양한 색채(알록달록함)와 춤을 연상케하는 동작과 이미지.,8.0,8 |  인물의 복장에서 보여지는 활발함과 이에서 빠르고 역동적인 춤이 연상되기 때문에 빠른 템포가 이상적임.,8.0,8 |  밝고 빠른 템포에 높은 음악의 pitch가 밝고 경쾌한 역동적인 움직임을 극대화시킬 것 같음.,9.0,9 |  밀도 역시 높아야 더 다채롭고 활기찬 역동적인 느낌을 강조시킬 수 있을 것 같음.,
154,4,chanpig,A6,dancing,5.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",치마가 위로 향해서 움직임이 느껴짐,4.0,4 |  몸이 열정적으로 움직이는 느낌은 없음,4.0,4 |  색감때문에 높은음보다는 보통이나 조금 낮게 느껴짐,6.0,6 |  밀도는 파란색이 주로 쓰였는데 맑게 쓰인게 아니라 탁해서 좀 밀도가 높아보임,
155,5,곤듀,A6,dancing,7.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",인물의 행동보다는 펄럭?이는 치마에서 역동성이 느껴짐,9.0,9 |  아무래도 펄럭이는 치마로 인해 탱고와 같은 춤이 연상됨에 따라 매우 빠른 템포가 어울리다고 생각함,1.0,1 |  펄럭이는 치마로 인해 탱고와 같은 음악이 연상되면서 묵직한 피치가 생각남,9.0,9 |  펄럭이는 치마로 인해 탱고와 같은 음악이 연상되기 때문에 매우 높은 밀도의 음악이 어울리다고 생각함,
156,6,이인애,A6,dancing,8.0,"[0, 1, 0, 0]","[1, 1, 1, 0]","[1, 1, 1, 0]","[1, 1, 1, 0]",곡선의활용 둥글리는표현,7.0,7,7.0,7,4.0,4,
157,7,고고,A6,dancing,7.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",,,,,,,,
158,8,경,A6,dancing,8.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",빨간 치마가 살짝 들려있는 모습이 움직임을 잘 드러냄.,8.0,8 |  열정적인 움직임을 잘 드러냄.,6.0,"6 |  밝은 분위기, 가볍고 화려한 움직임을 잘 드러냄.",9.0,9 |  화려한 움직임을 잘 드러냄.,
159,9,yoni,A6,dancing,7.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",치마와 발의 움직임이 역동적으로 느껴짐,7.0,7,3.0,3,8.0,8,
160,10,밍경댕,A6,dancing,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",춤 동작과 화법이 약간 날리는 느낌이라 역동적으로 느껴짐,8.0,8 |  화려한 색상을 보면  빠른 템포가 상상됨.,9.0,9 |  발레 중에서도 밝은 쪽이 상상감.,2.0,2 |  인원도 한명이고 가벼운 연주에 춤을 추는 느낌임.,
161,11,배뀽,A6,dancing,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[1, 1, 1, 1]","[0, 1, 1, 0]",여자의 캉캉춤 바람의 흩날림을 표현해놓음,7.0,7 | 휘모리 장단에서 춤추는 것 같음 여자의 표정에 여유가 없음,9.0,9 | 하얀색과 빨간색 치마가 열정적으로 노래가 빠를 것 같음,8.0,8 | 촙촘해서 빠른 느낌,
162,12,미지,A6,dancing,8.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",치마의 펄럭임,1.0,10 | 실제로 플라멩코 음악이 빠른템포이기 때문에,5.0,5 | 실제 플라멩코 음악을 떠올렸을때 어울림,8.0,8 | 실제 플라멩코 음악을 떠올렸을때 어울림,
163,13,boldmas,A6,dancing,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",the movements of the subject's skirt and the brush strokes that go in different directions,7.0,7 | She seems to be dancing quickly because her skirt is wildly moving around.,8.0,"8 | According to her dress movements and her position, it seems like the music should sound lively.",7.0,7 | The music should be associated with the different colors of her dress and her swift movements.,
164,14,Seong Ho,A6,dancing,8.0,"[0,0,0,0]","[0,1,1,1]","[1,1,1,1]","[0,0,1,0]","춤추는 여자, 여자의 옷깃에 날리는 바람을 표현한 점이 역동적임.",8.0,  적당히 빨랐으면 함.,6.0,,7.0,"  춤을 추고 있는 여성이 한명이고, 배경이 단조로움.",약간의 화려함.
165,15,5e67524094c67a000a04ca8e,A6,dancing,6.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",I see the clothes moving in a dynamic way,4.0,,5.0,,5.0,,
166,16,6400dc9af341e8a575a457f6,A6,dancing,6.0,"[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",indicates person moving,9.0,,8.0,,10.0,,
167,17,5e4875f3110b3730eefa32a1,A6,dancing,7.0,"[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",the character itself is dynamic,8.0,,4.0,,6.0,,
168,18,5e909d9ac9ce2503b2650797,A6,dancing,7.0,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,0,0,0]",the wave of the dress,7.0,,7.0,,6.0,,
169,19,5fc00a11268eb941e7d8b066,A6,dancing,7.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",The red swinging dress is eye-catching.,6.0,,7.0,,3.0,,
170,20,5b295f60bbd4880001117976,A6,dancing,7.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",Lady is dancing swishing her skirts.,5.0,,6.0,,6.0,,
171,21,630100561dc47fd83f5b4745,A6,dancing,7.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,0]","[0,0,0,0]",Movement from the lower half of the women's body makes it seem that she is swaying side to side. ,7.0,,8.0,,7.0,,
172,22,5f7959d0b6791155e6932dd1,A6,dancing,6.0,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,0,0,0]",The swish of the skirt and the movement is what gives the picture dynamism.,6.0,  The tempo should be faster to show the dancing movement of the figure in the picture.,6.0,  The tempo can be middle verging to high as the picture shows a sexy fun sense to the dance.,6.0,  Not to light but not to heavy as the dance in the picture is fun (light) but also sexy (dense).,The swish of the skirt should be depicted in the rhythm of the music.
173,23,5967e9a831394d0001abdb3f,A6,dancing,7.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","The figure is dancing, creating dynamism by the implied movement in the artwork",6.0,,5.0,,6.0,  Need to create a sense of drama,
174,24,657421f9661ce9a8cd7482d1,A6,dancing,9.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",A perfect and unique sense of dynamic art work,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate density music is good for the art work ,
175,25,5e56590389b924000c184113,A6,dancing,8.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",Movement of skirts and dance,8.0,,5.0,,5.0,,Rhythmic beat and sense of rhythm.
176,26,65c4bfbc22bc351322c66e32,A6,dancing,6.0,"[0,0,1,0]","[0,1,0,0]","[0,0,1,0]","[0,1,0,0]",Very beautiful,3.0,,3.0,,5.0,,
177,27,63f77942d3cad20e65a411a9,A6,dancing,6.0,"[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",the dancing lady,7.0,,6.0,,8.0,,
178,28,5c584d2040378900013b6fb9,A6,dancing,6.0,"[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,0,0]",This shows the energy of her dress and possibly body,6.0,,5.0,,5.0,,
179,29,613e454dca2db9fcef1f8e8d,A6,dancing,8.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]","The movement of the skirt and the dancer's upper body, the lines around the skirt that indicate movment.",8.0,"  This looks like spanish flamenco which is very fast paced, the dress indicates this type of music",3.0,"  Fast and intense, depth of emotion conveyed by lower tones rather than light.",3.0,  I imagine this to be one or two instruments.,
90,0,나비,A7,ballet,9.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",움직이는 동작이 뭔가를 하고잇는것같아서. ,8.0,8,4.0,4,8.0,8,
91,1,rub,A7,ballet,9.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","I think tipping toe is not a regular pose that we will do in our dailylife as a static pose, as a result, I assumed it will be a capture of the move during a dance.",8.0,8 |  It reminds me of playful musics like Ｍozart,7.0,7 |  high pitch will be more vivid in general,9.0,9 |  Still think it should be a playful music with a lot of ornaments,
92,2,Daisy,A7,ballet,9.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 1, 0, 0]","I could see two people who are dancing in the middle, although other people around these two are standing still, which affected my scoring for the “dynamic feeling .”",8.0,8 |  The two people are dancing enthusiastically.,8.0,"8 |  I think the two people’s movements are of some high-pitched dance, probably because this is an old painting and I think they are dancing to some classic music.",8.0,"8 |  Again, they look so enthusiastic while dancing, so they might have heard some happy music.",
93,3,Doky,A7,ballet,6.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","그림의 색채가 제일 밝기도 하고, 인물의 팔다리 움직임이 가장 역동적으로 보여짐.",7.0,7 |  조금 빠른 템포의 음악이 가미되어야 춤을 추는 인물의 동작에 이입감을 줄 수 있을 것 같음.,4.0,4 |  너무 높지 않지만 낮지도 않은 (낮음에 가까운) 보통의 피치가 그림의 어두운 배경 색채와 어울릴 것 같음.  가장 역동적인 움직임의 중앙 인물의 색채는 밝지만 전반적으로 그림을 봤을때에는 어두운 느낌이 강함.,8.0,8 |  일단 역동적임을 보여주는 동작이 해당 그림에서는 '춤'이기 때문에 음악의 밀도는 높은 것이 좋을 것 같음.,
94,4,chanpig,A7,ballet,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]",몸이 기울어져있음 ,5.0,5 |  두명만 살짝의 기울임만 잇어서,5.0,5 |  색감이 주는 무거움,5.0,5 |  춤을 우와하게 출듯해서 적당히 천천히 움직일듯함,
95,5,곤듀,A7,ballet,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",선택한 부분에서 두 사람이 합을 맞추어 춤을 추고 있음이 느껴짐,5.0,5 |  그림의 색감 등 전체적인 분위기가 우아한 파티를 연상캐 함,3.0,3 |  샘플상의 보통피치는 본 그림에서 느껴지는 분위기에 비해 가볍다고 생각됨. 매우 낮은 피치 또는  매우 낮은 - 보통의 사이정도의 피치가 적당할 것으로 생각함.,5.0,5 |  그림을 보자마자 우아함이 연상됨. 따라서 보통의 음의 밀도가 적합하다고 생각함.,
96,6,이인애,A7,ballet,6.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]",움직임표현,4.0,4,5.0,5,3.0,3,
97,7,고고,A7,ballet,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",손,5.0,5,5.0,5,5.0,5,
98,8,경,A7,ballet,7.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[1, 1, 0, 1]","[1, 1, 0, 0]","동적인 팔, 다리 동작과 다른 인물의 정적인 다리 동작으로 약간만 동적이라고 느낌.",5.0,5 |  빠르지 않게 적당히 동적인 느낌을 잘 드러냄.,2.0,2 |  고풍스러운 옷과 어울리는 적당히 동적인 분위기를 잘 드러냄.,2.0,2 |  너무 화려하지 않게 적당히 동적인 분위기를 잘 드러냄.,
99,9,yoni,A7,ballet,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",인물의 움직임 (두 사람 제외하곤 움직임이 느껴지지않음),3.0,3,6.0,6,2.0,2,
100,10,밍경댕,A7,ballet,9.0,"[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]",발 끝이 세워져 있어 현재 정지상태가 아니라 움직이고 있는 것 같은 느낌을 줌,5.0,5 |  복장이 중세시대의 것으로 추정하였을 때 노래의 템포가 빠르지 않을 것 같고 춤 추는 방식이 그렇게 빠른 템포는 아닐 것 같아서,3.0,3 |  낮음 음의 중후한 음악에 맞춰 춤을 출 것 같은 느낌이 듬,9.0,9 |  오케스트라의 실제 연주를 음악삼아 춤을 추는 그림 같아서 밀도가 높을 것으로 예상됨.,
101,11,배뀽,A7,ballet,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",가운데 두 사람의 손끝과 발끝,5.0,5 |  클래식 분위기라서,5.0,5 |  격렬하지 않아서,7.0,7 |  밀도는 높여서 간격이 없을 것 같음,
102,12,미지,A7,ballet,9.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",춤을 추는 모습,6.0,6 | 춤을 추고있는 두명 빼고는 크게 역동적이어보이지 않아서 보통보다 약간 빠른 음악이 어울린다,3.0,3 | 상류층으로 보이기때문에 높지않은 음이 어울림,4.0,4 | 약간 가벼운 분위기로 보이기때문에,
103,13,boldmas,A7,ballet,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",This is where the most movement is taking place.,9.0,9 | It feels like they are dancing to a fast and lively music.,7.0,"7 | They seem to be dancing happily and to me, it is associated with a higher pitch.",1.0,"10 | They seem to be dancing happily with quick movements, and to me, it is associated with a higher density.",
